resource,identifier,polypeptide_id
UniProtKB,O43614,O43614
UniProt Accession,OX2R_HUMAN,O43614
HUGO Gene Nomenclature Committee (HGNC),HGNC:8760,Q15116
GenAtlas,PDCD1,Q15116
GenBank Gene Database,L27440,Q15116
Guide to Pharmacology,2760,Q15116
UniProtKB,Q15116,Q15116
UniProt Accession,PDCD1_HUMAN,Q15116
HUGO Gene Nomenclature Committee (HGNC),HGNC:6018,P05231
GenAtlas,IL6,P05231
GenBank Gene Database,X04430,P05231
GenBank Protein Database,32674,P05231
UniProtKB,P05231,P05231
UniProt Accession,IL6_HUMAN,P05231
HUGO Gene Nomenclature Committee (HGNC),HGNC:8760,Q15116
GenAtlas,PDCD1,Q15116
GenBank Gene Database,L27440,Q15116
Guide to Pharmacology,2760,Q15116
UniProtKB,Q15116,Q15116
UniProt Accession,PDCD1_HUMAN,Q15116
HUGO Gene Nomenclature Committee (HGNC),HGNC:11037,P31639
Guide to Pharmacology,916,P31639
UniProtKB,P31639,P31639
UniProt Accession,SC5A2_HUMAN,P31639
HUGO Gene Nomenclature Committee (HGNC),HGNC:12524,Q16739
GenAtlas,UGCG,Q16739
GenBank Gene Database,D50840,Q16739
GenBank Protein Database,1325917,Q16739
Guide to Pharmacology,2528,Q16739
UniProtKB,Q16739,Q16739
UniProt Accession,CEGT_HUMAN,Q16739
GenBank Gene Database,L40389,P50859
GenBank Protein Database,755693,P50859
UniProtKB,P50859,P50859
UniProt Accession,CP51_CANGA,P50859
GenBank Gene Database,AF293346,Q9HGT2
UniProtKB,Q9HGT2,Q9HGT2
UniProt Accession,Q9HGT2_CANAX,Q9HGT2
HUGO Gene Nomenclature Committee (HGNC),HGNC:4324,P43220
GenAtlas,GLP1R,P43220
GenBank Gene Database,U01104,P43220
GenBank Protein Database,405082,P43220
IUPHAR,249,P43220
Guide to Pharmacology,249,P43220
UniProtKB,P43220,P43220
UniProt Accession,GLP1R_HUMAN,P43220
HUGO Gene Nomenclature Committee (HGNC),HGNC:4324,P43220
GenAtlas,GLP1R,P43220
GenBank Gene Database,U01104,P43220
GenBank Protein Database,405082,P43220
IUPHAR,249,P43220
Guide to Pharmacology,249,P43220
UniProtKB,P43220,P43220
UniProt Accession,GLP1R_HUMAN,P43220
HUGO Gene Nomenclature Committee (HGNC),HGNC:6554,P48357
GenAtlas,LEPR,P48357
GenBank Gene Database,U43168,P48357
UniProtKB,P48357,P48357
UniProt Accession,LEPR_HUMAN,P48357
GenBank Gene Database,L42023,P43700
GenBank Protein Database,1574722,P43700
UniProtKB,P43700,P43700
UniProt Accession,GYRA_HAEIN,P43700
GenBank Gene Database,L42023,P43702
GenBank Protein Database,1574370,P43702
UniProtKB,P43702,P43702
UniProt Accession,PARC_HAEIN,P43702
HUGO Gene Nomenclature Committee (HGNC),HGNC:11989,P11388
GenAtlas,TOP2A,P11388
GenBank Gene Database,J04088,P11388
GenBank Protein Database,292830,P11388
Guide to Pharmacology,2637,P11388
UniProtKB,P11388,P11388
UniProt Accession,TOP2A_HUMAN,P11388
HUGO Gene Nomenclature Committee (HGNC),HGNC:11526,P25103
GenAtlas,TACR1,P25103
GenBank Gene Database,S62045,P25103
GenBank Protein Database,8176544,P25103
IUPHAR,360,P25103
Guide to Pharmacology,360,P25103
UniProtKB,P25103,P25103
UniProt Accession,NK1R_HUMAN,P25103
HUGO Gene Nomenclature Committee (HGNC),HGNC:8156,P35372
GenAtlas,OPRM1,P35372
GenBank Gene Database,L25119,P35372
GenBank Protein Database,452073,P35372
IUPHAR,319,P35372
Guide to Pharmacology,319,P35372
UniProtKB,P35372,P35372
UniProt Accession,OPRM_HUMAN,P35372
GenBank Gene Database,AF147449,Q9X6W0
GenBank Protein Database,4887211,Q9X6W0
UniProtKB,Q9X6W0,Q9X6W0
UniProt Accession,Q9X6W0_PSEAI,Q9X6W0
UniProtKB,Q51504,Q51504
UniProt Accession,Q51504_PSEAI,Q51504
HUGO Gene Nomenclature Committee (HGNC),HGNC:1633,P15391
GenAtlas,CD19,P15391
GenBank Gene Database,BC006338,P15391
Guide to Pharmacology,2764,P15391
UniProtKB,P15391,P15391
UniProt Accession,CD19_HUMAN,P15391
HUGO Gene Nomenclature Committee (HGNC),HGNC:1673,P04234
GenAtlas,CD3D,P04234
GenBank Gene Database,X01451,P04234
UniProtKB,P04234,P04234
UniProt Accession,CD3D_HUMAN,P04234
HUGO Gene Nomenclature Committee (HGNC),HGNC:1133,Q06187
GenAtlas,BTK,Q06187
GenBank Gene Database,X58957,Q06187
GenBank Protein Database,312467,Q06187
Guide to Pharmacology,1948,Q06187
UniProtKB,Q06187,Q06187
UniProt Accession,BTK_HUMAN,Q06187
UniProtKB,P13423,P13423
UniProt Accession,PAG_BACAN,P13423
HUGO Gene Nomenclature Committee (HGNC),HGNC:8529,P30559
GenAtlas,OXTR,P30559
GenBank Gene Database,X64878,P30559
GenBank Protein Database,34765,P30559
IUPHAR,369,P30559
Guide to Pharmacology,369,P30559
UniProtKB,P30559,P30559
UniProt Accession,OXYR_HUMAN,P30559
HUGO Gene Nomenclature Committee (HGNC),HGNC:895,P37288
GenAtlas,AVPR1A,P37288
GenBank Gene Database,L25615,P37288
GenBank Protein Database,667068,P37288
IUPHAR,366,P37288
Guide to Pharmacology,366,P37288
UniProtKB,P37288,P37288
UniProt Accession,V1AR_HUMAN,P37288
HUGO Gene Nomenclature Committee (HGNC),HGNC:896,P47901
GenAtlas,AVPR1B,P47901
GenBank Gene Database,D31833,P47901
GenBank Protein Database,563982,P47901
IUPHAR,367,P47901
Guide to Pharmacology,367,P47901
UniProtKB,P47901,P47901
UniProt Accession,V1BR_HUMAN,P47901
HUGO Gene Nomenclature Committee (HGNC),HGNC:897,P30518
GenAtlas,AVPR2,P30518
GenBank Gene Database,U04357,P30518
GenBank Protein Database,28418,P30518
IUPHAR,368,P30518
Guide to Pharmacology,368,P30518
UniProtKB,P30518,P30518
UniProt Accession,V2R_HUMAN,P30518
GenBank Gene Database,J01749,P62593
GenBank Protein Database,208959,P62593
UniProtKB,P62593,P62593
UniProt Accession,BLAT_ECOLX,P62593
GenBank Gene Database,AF252622,Q9L5C7
UniProtKB,Q9L5C7,Q9L5C7
UniProt Accession,Q9L5C7_ECOLX,Q9L5C7
GenBank Gene Database,AF411148,Q93CA2
GenBank Protein Database,15705879,Q93CA2
UniProtKB,Q93CA2,Q93CA2
UniProt Accession,Q93CA2_ENTCL,Q93CA2
GenBank Gene Database,AF148850,P0AD63
GenBank Protein Database,5002312,P0AD63
UniProtKB,P0AD63,P0AD63
UniProt Accession,BLA1_ECOLX,P0AD63
GenBank Gene Database,AF148851,P0A9Z7
GenBank Protein Database,5002314,P0A9Z7
UniProtKB,P0A9Z7,P0A9Z7
UniProt Accession,BLA2_ECOLX,P0A9Z7
GenBank Gene Database,M59181,P0AD64
GenBank Protein Database,151861,P0AD64
UniProtKB,P0AD64,P0AD64
UniProt Accession,BLA1_KLEPN,P0AD64
UniProtKB,A0A023W3H0,A0A023W3H0
UniProt Accession,A0A023W3H0_KLEPN,A0A023W3H0
UniProtKB,Q9F663,Q9F663
UniProt Accession,BLKPC_KLEPN,Q9F663
UniProtKB,Q9EXV5,Q9EXV5
UniProt Accession,Q9EXV5_ECOLX,Q9EXV5
UniProtKB,P37321,P37321
UniProt Accession,BLE1_PSEAI,P37321
HUGO Gene Nomenclature Committee (HGNC),HGNC:2159,P21554
GenAtlas,CNR1,P21554
GenBank Gene Database,X54937,P21554
GenBank Protein Database,29915,P21554
IUPHAR,56,P21554
Guide to Pharmacology,56,P21554
UniProtKB,P21554,P21554
UniProt Accession,CNR1_HUMAN,P21554
HUGO Gene Nomenclature Committee (HGNC),HGNC:2160,P34972
GenAtlas,CNR2,P34972
GenBank Gene Database,X74328,P34972
GenBank Protein Database,407807,P34972
IUPHAR,57,P34972
Guide to Pharmacology,57,P34972
UniProtKB,P34972,P34972
UniProt Accession,CNR2_HUMAN,P34972
HUGO Gene Nomenclature Committee (HGNC),HGNC:4466,P47775
Guide to Pharmacology,86,P47775
UniProtKB,P47775,P47775
UniProt Accession,GPR12_HUMAN,P47775
HUGO Gene Nomenclature Committee (HGNC),HGNC:4326,P23415
GenAtlas,GLRA1,P23415
GenBank Gene Database,X52009,P23415
GenBank Protein Database,31851,P23415
IUPHAR,423,P23415
Guide to Pharmacology,423,P23415
UniProtKB,P23415,P23415
UniProt Accession,GLRA1_HUMAN,P23415
HUGO Gene Nomenclature Committee (HGNC),HGNC:4326,P23415
GenAtlas,GLRA1,P23415
GenBank Gene Database,X52009,P23415
GenBank Protein Database,31851,P23415
IUPHAR,423,P23415
Guide to Pharmacology,423,P23415
UniProtKB,P23415,P23415
UniProt Accession,GLRA1_HUMAN,P23415
HUGO Gene Nomenclature Committee (HGNC),HGNC:4328,O75311
GenAtlas,GLRA3,O75311
GenBank Gene Database,AF017724,O75311
GenBank Protein Database,3342792,O75311
IUPHAR,425,O75311
Guide to Pharmacology,425,O75311
UniProtKB,O75311,O75311
UniProt Accession,GLRA3_HUMAN,O75311
HUGO Gene Nomenclature Committee (HGNC),HGNC:4472,Q14330
GenAtlas,GPR18,Q14330
GenBank Gene Database,L42324,Q14330
GenBank Protein Database,1066731,Q14330
IUPHAR,89,Q14330
Guide to Pharmacology,89,Q14330
UniProtKB,Q14330,Q14330
UniProt Accession,GPR18_HUMAN,Q14330
HUGO Gene Nomenclature Committee (HGNC),HGNC:4511,Q9Y2T6
Guide to Pharmacology,109,Q9Y2T6
UniProtKB,Q9Y2T6,Q9Y2T6
UniProt Accession,GPR55_HUMAN,Q9Y2T6
HUGO Gene Nomenclature Committee (HGNC),HGNC:5286,P08908
GenAtlas,HTR1A,P08908
GenBank Gene Database,M28269,P08908
GenBank Protein Database,189928,P08908
IUPHAR,1,P08908
Guide to Pharmacology,1,P08908
UniProtKB,P08908,P08908
UniProt Accession,5HT1A_HUMAN,P08908
HUGO Gene Nomenclature Committee (HGNC),HGNC:5293,P28223
GenAtlas,HTR2A,P28223
GenBank Gene Database,S42168,P28223
GenBank Protein Database,36431,P28223
IUPHAR,6,P28223
Guide to Pharmacology,6,P28223
UniProtKB,P28223,P28223
UniProt Accession,5HT2A_HUMAN,P28223
HUGO Gene Nomenclature Committee (HGNC),HGNC:1960,P36544
GenAtlas,CHRNA7,P36544
GenBank Gene Database,X70297,P36544
GenBank Protein Database,496607,P36544
IUPHAR,468,P36544
Guide to Pharmacology,468,P36544
UniProtKB,P36544,P36544
UniProt Accession,ACHA7_HUMAN,P36544
HUGO Gene Nomenclature Committee (HGNC),HGNC:8153,P41143
GenAtlas,OPRD1,P41143
GenBank Gene Database,U07882,P41143
GenBank Protein Database,27545517,P41143
IUPHAR,317,P41143
Guide to Pharmacology,317,P41143
UniProtKB,P41143,P41143
UniProt Accession,OPRD_HUMAN,P41143
HUGO Gene Nomenclature Committee (HGNC),HGNC:8156,P35372
GenAtlas,OPRM1,P35372
GenBank Gene Database,L25119,P35372
GenBank Protein Database,452073,P35372
IUPHAR,319,P35372
Guide to Pharmacology,319,P35372
UniProtKB,P35372,P35372
UniProt Accession,OPRM_HUMAN,P35372
HUGO Gene Nomenclature Committee (HGNC),HGNC:9236,P37231
GenAtlas,PPARG,P37231
GenBank Gene Database,U79012,P37231
GenBank Protein Database,1711117,P37231
IUPHAR,595,P37231
Guide to Pharmacology,595,P37231
UniProtKB,P37231,P37231
UniProt Accession,PPARG_HUMAN,P37231
HUGO Gene Nomenclature Committee (HGNC),HGNC:12716,Q8NER1
GenAtlas,TRPV1,Q8NER1
GenBank Gene Database,AJ277028,Q8NER1
GenBank Protein Database,8977866,Q8NER1
IUPHAR,507,Q8NER1
Guide to Pharmacology,507,Q8NER1
UniProtKB,Q8NER1,Q8NER1
UniProt Accession,TRPV1_HUMAN,Q8NER1
HUGO Gene Nomenclature Committee (HGNC),HGNC:1394,O43497
GenAtlas,CACNA1G,O43497
GenBank Gene Database,AF134986,O43497
GenBank Protein Database,6625659,O43497
IUPHAR,535,O43497
Guide to Pharmacology,535,O43497
UniProtKB,O43497,O43497
UniProt Accession,CAC1G_HUMAN,O43497
HUGO Gene Nomenclature Committee (HGNC),HGNC:1395,O95180
GenAtlas,CACNA1H,O95180
GenBank Gene Database,AF051946,O95180
GenBank Protein Database,14670397,O95180
IUPHAR,536,O95180
Guide to Pharmacology,536,O95180
UniProtKB,O95180,O95180
UniProt Accession,CAC1H_HUMAN,O95180
HUGO Gene Nomenclature Committee (HGNC),HGNC:1396,Q9P0X4
GenAtlas,CACNA1I,Q9P0X4
GenBank Gene Database,AF129133,Q9P0X4
GenBank Protein Database,5565888,Q9P0X4
IUPHAR,537,Q9P0X4
Guide to Pharmacology,537,Q9P0X4
UniProtKB,Q9P0X4,Q9P0X4
UniProt Accession,CAC1I_HUMAN,Q9P0X4
HUGO Gene Nomenclature Committee (HGNC),HGNC:497,O75762
GenAtlas,TRPA1,O75762
GenBank Gene Database,Y10601,O75762
GenBank Protein Database,3287188,O75762
IUPHAR,485,O75762
Guide to Pharmacology,485,O75762
UniProtKB,O75762,O75762
UniProt Accession,TRPA1_HUMAN,O75762
HUGO Gene Nomenclature Committee (HGNC),HGNC:17961,Q7Z2W7
GenAtlas,TRPM8,Q7Z2W7
GenBank Gene Database,AY090109,Q7Z2W7
GenBank Protein Database,20147036,Q7Z2W7
IUPHAR,500,Q7Z2W7
Guide to Pharmacology,500,Q7Z2W7
UniProtKB,Q7Z2W7,Q7Z2W7
UniProt Accession,TRPM8_HUMAN,Q7Z2W7
HUGO Gene Nomenclature Committee (HGNC),HGNC:18082,Q9Y5S1
Guide to Pharmacology,508,Q9Y5S1
UniProtKB,Q9Y5S1,Q9Y5S1
UniProt Accession,TRPV2_HUMAN,Q9Y5S1
HUGO Gene Nomenclature Committee (HGNC),HGNC:18084,Q8NET8
GenAtlas,TRPV3,Q8NET8
GenBank Gene Database,AJ487035,Q8NET8
IUPHAR,509,Q8NET8
Guide to Pharmacology,509,Q8NET8
UniProtKB,Q8NET8,Q8NET8
UniProt Accession,TRPV3_HUMAN,Q8NET8
HUGO Gene Nomenclature Committee (HGNC),HGNC:18083,Q9HBA0
Guide to Pharmacology,510,Q9HBA0
UniProtKB,Q9HBA0,Q9HBA0
UniProt Accession,TRPV4_HUMAN,Q9HBA0
HUGO Gene Nomenclature Committee (HGNC),HGNC:12669,P21796
GenAtlas,VDAC1,P21796
GenBank Gene Database,L06132,P21796
UniProtKB,P21796,P21796
UniProt Accession,VDAC1_HUMAN,P21796
HUGO Gene Nomenclature Committee (HGNC),HGNC:5297,P46098
GenAtlas,HTR3A,P46098
GenBank Gene Database,D49394,P46098
GenBank Protein Database,681914,P46098
IUPHAR,373,P46098
UniProtKB,P46098,P46098
UniProt Accession,5HT3A_HUMAN,P46098
HUGO Gene Nomenclature Committee (HGNC),HGNC:262,P30542
GenAtlas,ADORA1,P30542
GenBank Gene Database,S45235,P30542
GenBank Protein Database,256155,P30542
IUPHAR,18,P30542
Guide to Pharmacology,18,P30542
UniProtKB,P30542,P30542
UniProt Accession,AA1R_HUMAN,P30542
HUGO Gene Nomenclature Committee (HGNC),HGNC:427,Q9UM73
GenAtlas,ALK,Q9UM73
GenBank Gene Database,U62540,Q9UM73
GenBank Protein Database,2454168,Q9UM73
Guide to Pharmacology,1839,Q9UM73
UniProtKB,Q9UM73,Q9UM73
UniProt Accession,ALK_HUMAN,Q9UM73
HUGO Gene Nomenclature Committee (HGNC),HGNC:9232,Q07869
GenAtlas,PPARA,Q07869
GenBank Gene Database,L02932,Q07869
GenBank Protein Database,307341,Q07869
IUPHAR,593,Q07869
Guide to Pharmacology,593,Q07869
UniProtKB,Q07869,Q07869
UniProt Accession,PPARA_HUMAN,Q07869
HUGO Gene Nomenclature Committee (HGNC),HGNC:3969,P23945
GenAtlas,FSHR,P23945
GenBank Gene Database,M65085,P23945
GenBank Protein Database,182771,P23945
IUPHAR,253,P23945
Guide to Pharmacology,253,P23945
UniProtKB,P23945,P23945
UniProt Accession,FSHR_HUMAN,P23945
HUGO Gene Nomenclature Committee (HGNC),HGNC:2357,P34998
Guide to Pharmacology,212,P34998
UniProtKB,P34998,P34998
UniProt Accession,CRFR1_HUMAN,P34998
HUGO Gene Nomenclature Committee (HGNC),HGNC:11050,P31645
GenAtlas,SLC6A4,P31645
GenBank Gene Database,X70697,P31645
GenBank Protein Database,36433,P31645
Guide to Pharmacology,928,P31645
UniProtKB,P31645,P31645
UniProt Accession,SC6A4_HUMAN,P31645
HUGO Gene Nomenclature Committee (HGNC),HGNC:5297,P46098
GenAtlas,HTR3A,P46098
GenBank Gene Database,D49394,P46098
GenBank Protein Database,681914,P46098
IUPHAR,373,P46098
UniProtKB,P46098,P46098
UniProt Accession,5HT3A_HUMAN,P46098
HUGO Gene Nomenclature Committee (HGNC),HGNC:5302,P34969
GenAtlas,HTR7,P34969
GenBank Gene Database,U68487,P34969
GenBank Protein Database,1857143,P34969
IUPHAR,12,P34969
Guide to Pharmacology,12,P34969
UniProtKB,P34969,P34969
UniProt Accession,5HT7R_HUMAN,P34969
HUGO Gene Nomenclature Committee (HGNC),HGNC:5287,P28222
GenAtlas,HTR1B,P28222
GenBank Gene Database,D10995,P28222
GenBank Protein Database,219679,P28222
IUPHAR,2,P28222
Guide to Pharmacology,2,P28222
UniProtKB,P28222,P28222
UniProt Accession,5HT1B_HUMAN,P28222
HUGO Gene Nomenclature Committee (HGNC),HGNC:5286,P08908
GenAtlas,HTR1A,P08908
GenBank Gene Database,M28269,P08908
GenBank Protein Database,189928,P08908
IUPHAR,1,P08908
Guide to Pharmacology,1,P08908
UniProtKB,P08908,P08908
UniProt Accession,5HT1A_HUMAN,P08908
HUGO Gene Nomenclature Committee (HGNC),HGNC:285,P08588
GenAtlas,ADRB1,P08588
GenBank Gene Database,J03019,P08588
GenBank Protein Database,178200,P08588
IUPHAR,28,P08588
Guide to Pharmacology,28,P08588
UniProtKB,P08588,P08588
UniProt Accession,ADRB1_HUMAN,P08588
HUGO Gene Nomenclature Committee (HGNC),HGNC:82,P09110
UniProtKB,P09110,P09110
UniProt Accession,THIK_HUMAN,P09110
HUGO Gene Nomenclature Committee (HGNC),HGNC:3467,P03372
GenAtlas,ESR1,P03372
GenBank Gene Database,X03635,P03372
GenBank Protein Database,31234,P03372
IUPHAR,620,P03372
Guide to Pharmacology,620,P03372
UniProtKB,P03372,P03372
UniProt Accession,ESR1_HUMAN,P03372
HUGO Gene Nomenclature Committee (HGNC),HGNC:7463,P48039
GenAtlas,MTNR1A,P48039
GenBank Gene Database,U14108,P48039
GenBank Protein Database,602130,P48039
IUPHAR,287,P48039
Guide to Pharmacology,287,P48039
UniProtKB,P48039,P48039
UniProt Accession,MTR1A_HUMAN,P48039
HUGO Gene Nomenclature Committee (HGNC),HGNC:7464,P49286
GenAtlas,MTNR1B,P49286
GenBank Gene Database,U25341,P49286
GenBank Protein Database,971194,P49286
IUPHAR,288,P49286
Guide to Pharmacology,288,P49286
UniProtKB,P49286,P49286
UniProt Accession,MTR1B_HUMAN,P49286
HUGO Gene Nomenclature Committee (HGNC),HGNC:1773,P11802
GenAtlas,CDK4,P11802
GenBank Gene Database,M14505,P11802
GenBank Protein Database,456427,P11802
Guide to Pharmacology,1976,P11802
UniProtKB,P11802,P11802
UniProt Accession,CDK4_HUMAN,P11802
HUGO Gene Nomenclature Committee (HGNC),HGNC:1777,Q00534
GenAtlas,CDK6,Q00534
GenBank Gene Database,X66365,Q00534
GenBank Protein Database,36623,Q00534
Guide to Pharmacology,1978,Q00534
UniProtKB,Q00534,Q00534
UniProt Accession,CDK6_HUMAN,Q00534
HUGO Gene Nomenclature Committee (HGNC),HGNC:270,P09874
GenAtlas,PARP1,P09874
GenBank Gene Database,X16674,P09874
GenBank Protein Database,1017423,P09874
Guide to Pharmacology,2771,P09874
UniProtKB,P09874,P09874
UniProt Accession,PARP1_HUMAN,P09874
HUGO Gene Nomenclature Committee (HGNC),HGNC:272,Q9UGN5
GenBank Gene Database,AJ236912,Q9UGN5
GenBank Protein Database,6688130,Q9UGN5
Guide to Pharmacology,2772,Q9UGN5
UniProtKB,Q9UGN5,Q9UGN5
UniProt Accession,PARP2_HUMAN,Q9UGN5
HUGO Gene Nomenclature Committee (HGNC),HGNC:273,Q9Y6F1
GenBank Gene Database,Y16836,Q9Y6F1
GenBank Protein Database,29788060,Q9Y6F1
Guide to Pharmacology,2864,Q9Y6F1
UniProtKB,Q9Y6F1,Q9Y6F1
UniProt Accession,PARP3_HUMAN,Q9Y6F1
HUGO Gene Nomenclature Committee (HGNC),HGNC:3528,P00742
GenAtlas,F10,P00742
GenBank Gene Database,K03194,P00742
GenBank Protein Database,182841,P00742
Guide to Pharmacology,2359,P00742
UniProtKB,P00742,P00742
UniProt Accession,FA10_HUMAN,P00742
HUGO Gene Nomenclature Committee (HGNC),HGNC:1950,P11229
GenAtlas,CHRM1,P11229
GenBank Gene Database,X52068,P11229
GenBank Protein Database,34451,P11229
IUPHAR,13,P11229
Guide to Pharmacology,13,P11229
UniProtKB,P11229,P11229
UniProt Accession,ACM1_HUMAN,P11229
HUGO Gene Nomenclature Committee (HGNC),HGNC:1951,P08172
GenAtlas,CHRM2,P08172
GenBank Gene Database,M16404,P08172
GenBank Protein Database,177990,P08172
IUPHAR,14,P08172
Guide to Pharmacology,14,P08172
UniProtKB,P08172,P08172
UniProt Accession,ACM2_HUMAN,P08172
HUGO Gene Nomenclature Committee (HGNC),HGNC:1952,P20309
GenAtlas,CHRM3,P20309
GenBank Gene Database,X15266,P20309
GenBank Protein Database,32324,P20309
IUPHAR,15,P20309
Guide to Pharmacology,15,P20309
UniProtKB,P20309,P20309
UniProt Accession,ACM3_HUMAN,P20309
HUGO Gene Nomenclature Committee (HGNC),HGNC:1953,P08173
GenAtlas,CHRM4,P08173
GenBank Gene Database,M16405,P08173
GenBank Protein Database,61970253,P08173
IUPHAR,16,P08173
Guide to Pharmacology,16,P08173
UniProtKB,P08173,P08173
UniProt Accession,ACM4_HUMAN,P08173
HUGO Gene Nomenclature Committee (HGNC),HGNC:1954,P08912
GenAtlas,CHRM5,P08912
GenBank Gene Database,M80333,P08912
GenBank Protein Database,177988,P08912
IUPHAR,17,P08912
Guide to Pharmacology,17,P08912
UniProtKB,P08912,P08912
UniProt Accession,ACM5_HUMAN,P08912
HUGO Gene Nomenclature Committee (HGNC),HGNC:3763,P17948
GenAtlas,FLT1,P17948
GenBank Gene Database,X51602,P17948
GenBank Protein Database,31432,P17948
Guide to Pharmacology,1812,P17948
UniProtKB,P17948,P17948
UniProt Accession,VGFR1_HUMAN,P17948
HUGO Gene Nomenclature Committee (HGNC),HGNC:6307,P35968
GenAtlas,KDR,P35968
GenBank Gene Database,AF035121,P35968
GenBank Protein Database,2655412,P35968
Guide to Pharmacology,1813,P35968
UniProtKB,P35968,P35968
UniProt Accession,VGFR2_HUMAN,P35968
HUGO Gene Nomenclature Committee (HGNC),HGNC:3767,P35916
GenAtlas,FLT4,P35916
GenBank Gene Database,X69878,P35916
GenBank Protein Database,297050,P35916
Guide to Pharmacology,1814,P35916
UniProtKB,P35916,P35916
UniProt Accession,VGFR3_HUMAN,P35916
HUGO Gene Nomenclature Committee (HGNC),HGNC:3688,P11362
GenAtlas,FGFR1,P11362
GenBank Gene Database,X51803,P11362
GenBank Protein Database,31368,P11362
Guide to Pharmacology,1808,P11362
UniProtKB,P11362,P11362
UniProt Accession,FGFR1_HUMAN,P11362
HUGO Gene Nomenclature Committee (HGNC),HGNC:3689,P21802
GenAtlas,FGFR2,P21802
GenBank Gene Database,X52832,P21802
GenBank Protein Database,31374,P21802
Guide to Pharmacology,1809,P21802
UniProtKB,P21802,P21802
UniProt Accession,FGFR2_HUMAN,P21802
HUGO Gene Nomenclature Committee (HGNC),HGNC:3690,P22607
GenAtlas,FGFR3,P22607
GenBank Gene Database,M58051,P22607
GenBank Protein Database,182569,P22607
Guide to Pharmacology,1810,P22607
UniProtKB,P22607,P22607
UniProt Accession,FGFR3_HUMAN,P22607
HUGO Gene Nomenclature Committee (HGNC),HGNC:3691,P22455
GenAtlas,FGFR4,P22455
GenBank Gene Database,X57205,P22455
GenBank Protein Database,31372,P22455
Guide to Pharmacology,1811,P22455
UniProtKB,P22455,P22455
UniProt Accession,FGFR4_HUMAN,P22455
HUGO Gene Nomenclature Committee (HGNC),HGNC:6342,P10721
GenAtlas,KIT,P10721
GenBank Gene Database,X06182,P10721
GenBank Protein Database,34085,P10721
Guide to Pharmacology,1805,P10721
UniProtKB,P10721,P10721
UniProt Accession,KIT_HUMAN,P10721
HUGO Gene Nomenclature Committee (HGNC),HGNC:3763,P17948
GenAtlas,FLT1,P17948
GenBank Gene Database,X51602,P17948
GenBank Protein Database,31432,P17948
Guide to Pharmacology,1812,P17948
UniProtKB,P17948,P17948
UniProt Accession,VGFR1_HUMAN,P17948
HUGO Gene Nomenclature Committee (HGNC),HGNC:6307,P35968
GenAtlas,KDR,P35968
GenBank Gene Database,AF035121,P35968
GenBank Protein Database,2655412,P35968
Guide to Pharmacology,1813,P35968
UniProtKB,P35968,P35968
UniProt Accession,VGFR2_HUMAN,P35968
HUGO Gene Nomenclature Committee (HGNC),HGNC:3767,P35916
GenAtlas,FLT4,P35916
GenBank Gene Database,X69878,P35916
GenBank Protein Database,297050,P35916
Guide to Pharmacology,1814,P35916
UniProtKB,P35916,P35916
UniProt Accession,VGFR3_HUMAN,P35916
HUGO Gene Nomenclature Committee (HGNC),HGNC:3688,P11362
GenAtlas,FGFR1,P11362
GenBank Gene Database,X51803,P11362
GenBank Protein Database,31368,P11362
Guide to Pharmacology,1808,P11362
UniProtKB,P11362,P11362
UniProt Accession,FGFR1_HUMAN,P11362
HUGO Gene Nomenclature Committee (HGNC),HGNC:3689,P21802
GenAtlas,FGFR2,P21802
GenBank Gene Database,X52832,P21802
GenBank Protein Database,31374,P21802
Guide to Pharmacology,1809,P21802
UniProtKB,P21802,P21802
UniProt Accession,FGFR2_HUMAN,P21802
HUGO Gene Nomenclature Committee (HGNC),HGNC:3690,P22607
GenAtlas,FGFR3,P22607
GenBank Gene Database,M58051,P22607
GenBank Protein Database,182569,P22607
Guide to Pharmacology,1810,P22607
UniProtKB,P22607,P22607
UniProt Accession,FGFR3_HUMAN,P22607
HUGO Gene Nomenclature Committee (HGNC),HGNC:3765,P36888
GenAtlas,FLT3,P36888
GenBank Gene Database,U02687,P36888
GenBank Protein Database,409573,P36888
Guide to Pharmacology,1807,P36888
UniProtKB,P36888,P36888
UniProt Accession,FLT3_HUMAN,P36888
HUGO Gene Nomenclature Committee (HGNC),HGNC:6524,P06239
GenAtlas,LCK,P06239
GenBank Gene Database,X05027,P06239
GenBank Protein Database,36808,P06239
Guide to Pharmacology,2053,P06239
UniProtKB,P06239,P06239
UniProt Accession,LCK_HUMAN,P06239
HUGO Gene Nomenclature Committee (HGNC),HGNC:6735,P07948
GenBank Gene Database,M16038,P07948
GenBank Protein Database,307144,P07948
Guide to Pharmacology,2060,P07948
UniProtKB,P07948,P07948
UniProt Accession,LYN_HUMAN,P07948
HUGO Gene Nomenclature Committee (HGNC),HGNC:11283,P12931
GenAtlas,SRC,P12931
GenBank Gene Database,AL133293,P12931
GenBank Protein Database,10635153,P12931
Guide to Pharmacology,2206,P12931
UniProtKB,P12931,P12931
UniProt Accession,SRC_HUMAN,P12931
HUGO Gene Nomenclature Committee (HGNC),HGNC:286,P07550
GenAtlas,ADRB2,P07550
GenBank Gene Database,Y00106,P07550
GenBank Protein Database,29371,P07550
IUPHAR,29,P07550
Guide to Pharmacology,29,P07550
UniProtKB,P07550,P07550
UniProt Accession,ADRB2_HUMAN,P07550
HUGO Gene Nomenclature Committee (HGNC),HGNC:286,P07550
