resource,identifier,polypeptide_id
GenBank Gene Database,M73499,P23141
Guide to Pharmacology,2592,P23141
UniProtKB,P23141,P23141
UniProt Accession,EST1_HUMAN,P23141
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:477,P04746
GenAtlas,AMY2A,P04746
GenBank Gene Database,M18785,P04746
UniProtKB,P04746,P04746
UniProt Accession,AMYP_HUMAN,P04746
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2608,Q16696
GenBank Gene Database,AF209774,Q16696
GenBank Protein Database,11494143,Q16696
UniProtKB,Q16696,Q16696
UniProt Accession,CP2AD_HUMAN,Q16696
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:713,P15289
GenAtlas,ARSA,P15289
GenBank Gene Database,X52151,P15289
UniProtKB,P15289,P15289
UniProt Accession,ARSA_HUMAN,P15289
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:477,P04746
GenAtlas,AMY2A,P04746
GenBank Gene Database,M18785,P04746
UniProtKB,P04746,P04746
UniProt Accession,AMYP_HUMAN,P04746
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:4626,P08263
GenAtlas,GSTA1,P08263
GenBank Gene Database,M15872,P08263
GenBank Protein Database,306809,P08263
UniProtKB,P08263,P08263
UniProt Accession,GSTA1_HUMAN,P08263
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:983,P06276
GenAtlas,BCHE,P06276
GenBank Gene Database,M32391,P06276
GenBank Protein Database,1311630,P06276
Guide to Pharmacology,2471,P06276
UniProtKB,P06276,P06276
UniProt Accession,CHLE_HUMAN,P06276
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:12805,P47989
GenAtlas,XDH,P47989
GenBank Gene Database,D11456,P47989
GenBank Protein Database,10336525,P47989
Guide to Pharmacology,2646,P47989
UniProtKB,P47989,P47989
UniProt Accession,XDH_HUMAN,P47989
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:477,P04746
GenAtlas,AMY2A,P04746
GenBank Gene Database,M18785,P04746
UniProtKB,P04746,P04746
UniProt Accession,AMYP_HUMAN,P04746
HUGO Gene Nomenclature Committee (HGNC),HGNC:1548,P16152
GenAtlas,CBR1,P16152
GenBank Gene Database,J04056,P16152
Guide to Pharmacology,1383,P16152
UniProtKB,P16152,P16152
UniProt Accession,CBR1_HUMAN,P16152
HUGO Gene Nomenclature Committee (HGNC),HGNC:1863,P23141
GenAtlas,CES1,P23141
GenBank Gene Database,M73499,P23141
Guide to Pharmacology,2592,P23141
UniProtKB,P23141,P23141
UniProt Accession,EST1_HUMAN,P23141
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2591,P15538
GenAtlas,CYP11B1,P15538
GenBank Gene Database,M32879,P15538
GenBank Protein Database,181333,P15538
Guide to Pharmacology,1359,P15538
UniProtKB,P15538,P15538
UniProt Accession,C11B1_HUMAN,P15538
HUGO Gene Nomenclature Committee (HGNC),HGNC:2592,P19099
GenBank Gene Database,X54741,P19099
GenBank Protein Database,35200,P19099
Guide to Pharmacology,1360,P19099
UniProtKB,P19099,P19099
UniProt Accession,C11B2_HUMAN,P19099
HUGO Gene Nomenclature Committee (HGNC),HGNC:2593,P05093
GenAtlas,CYP17A1,P05093
GenBank Gene Database,M14564,P05093
GenBank Protein Database,181342,P05093
Guide to Pharmacology,1361,P05093
UniProtKB,P05093,P05093
UniProt Accession,CP17A_HUMAN,P05093
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2634,P51589
GenBank Gene Database,U37143,P51589
GenBank Protein Database,18254513,P51589
Guide to Pharmacology,1332,P51589
UniProtKB,P51589,P51589
UniProt Accession,CP2J2_HUMAN,P51589
GenBank Gene Database,DQ198366,B6A7R5
GenBank Protein Database,77956032,B6A7R5
UniProtKB,B6A7R5,B6A7R5
UniProt Accession,B6A7R5_HUMAN,B6A7R5
HUGO Gene Nomenclature Committee (HGNC),HGNC:12535,P35503
GenBank Gene Database,M84127,P35503
GenBank Protein Database,340135,P35503
UniProtKB,P35503,P35503
UniProt Accession,UD13_HUMAN,P35503
HUGO Gene Nomenclature Committee (HGNC),HGNC:713,P15289
GenAtlas,ARSA,P15289
GenBank Gene Database,X52151,P15289
UniProtKB,P15289,P15289
UniProt Accession,ARSA_HUMAN,P15289
HUGO Gene Nomenclature Committee (HGNC),HGNC:9035,P47712
GenAtlas,PLA2G4A,P47712
GenBank Gene Database,M72393,P47712
GenBank Protein Database,190007,P47712
Guide to Pharmacology,1424,P47712
UniProtKB,P47712,P47712
UniProt Accession,PA24A_HUMAN,P47712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2594,P11511
GenAtlas,CYP19A1,P11511
GenBank Gene Database,M22246,P11511
GenBank Protein Database,179002,P11511
Guide to Pharmacology,1362,P11511
UniProtKB,P11511,P11511
UniProt Accession,CP19A_HUMAN,P11511
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:9035,P47712
GenAtlas,PLA2G4A,P47712
GenBank Gene Database,M72393,P47712
GenBank Protein Database,190007,P47712
Guide to Pharmacology,1424,P47712
UniProtKB,P47712,P47712
UniProt Accession,PA24A_HUMAN,P47712
HUGO Gene Nomenclature Committee (HGNC),HGNC:7218,P05164
GenAtlas,MPO,P05164
GenBank Gene Database,J02694,P05164
GenBank Protein Database,189040,P05164
Guide to Pharmacology,2789,P05164
UniProtKB,P05164,P05164
UniProt Accession,PERM_HUMAN,P05164
HUGO Gene Nomenclature Committee (HGNC),HGNC:553,Q06278
GenBank Gene Database,L11005,Q06278
GenBank Protein Database,438656,Q06278
UniProtKB,Q06278,Q06278
UniProt Accession,AOXA_HUMAN,Q06278
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2594,P11511
GenAtlas,CYP19A1,P11511
GenBank Gene Database,M22246,P11511
GenBank Protein Database,179002,P11511
Guide to Pharmacology,1362,P11511
UniProtKB,P11511,P11511
UniProt Accession,CP19A_HUMAN,P11511
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:1548,P16152
GenAtlas,CBR1,P16152
GenBank Gene Database,J04056,P16152
Guide to Pharmacology,1383,P16152
UniProtKB,P16152,P16152
UniProt Accession,CBR1_HUMAN,P16152
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2638,P20815
GenAtlas,CYP3A5,P20815
GenBank Gene Database,J04813,P20815
GenBank Protein Database,181346,P20815
Guide to Pharmacology,1338,P20815
UniProtKB,P20815,P20815
UniProt Accession,CP3A5_HUMAN,P20815
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,P10632
GenAtlas,CYP2C8,P10632
GenBank Gene Database,M17397,P10632
Guide to Pharmacology,1325,P10632
UniProtKB,P10632,P10632
UniProt Accession,CP2C8_HUMAN,P10632
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,P11509
GenAtlas,CYP2A6,P11509
GenBank Gene Database,X13897,P11509
Guide to Pharmacology,1321,P11509
UniProtKB,P11509,P11509
UniProt Accession,CP2A6_HUMAN,P11509
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,P20813
GenBank Gene Database,M29874,P20813
GenBank Protein Database,181296,P20813
Guide to Pharmacology,1324,P20813
UniProtKB,P20813,P20813
UniProt Accession,CP2B6_HUMAN,P20813
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:3769,Q01740
GenBank Gene Database,M64082,Q01740
GenBank Protein Database,182671,Q01740
UniProtKB,Q01740,Q01740
UniProt Accession,FMO1_HUMAN,Q01740
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,P27338
GenAtlas,MAOB,P27338
GenBank Gene Database,S62734,P27338
GenBank Protein Database,398415,P27338
Guide to Pharmacology,2490,P27338
UniProtKB,P27338,P27338
UniProt Accession,AOFB_HUMAN,P27338
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,P04798
GenBank Gene Database,K03191,P04798
GenBank Protein Database,181276,P04798
Guide to Pharmacology,1318,P04798
UniProtKB,P04798,P04798
UniProt Accession,CP1A1_HUMAN,P04798
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
GenBank Gene Database,M18907,P08684
Guide to Pharmacology,1337,P08684
UniProtKB,P08684,P08684
UniProt Accession,CP3A4_HUMAN,P08684
HUGO Gene Nomenclature Committee (HGNC),HGNC:2623,P11712
GenAtlas,CYP2C9,P11712
GenBank Gene Database,AY341248,P11712
Guide to Pharmacology,1326,P11712
UniProtKB,P11712,P11712
UniProt Accession,CP2C9_HUMAN,P11712
HUGO Gene Nomenclature Committee (HGNC),HGNC:2625,P10635
GenAtlas,CYP2D6,P10635
GenBank Gene Database,M20403,P10635
GenBank Protein Database,181350,P10635
Guide to Pharmacology,1329,P10635
UniProtKB,P10635,P10635
UniProt Accession,CP2D6_HUMAN,P10635
HUGO Gene Nomenclature Committee (HGNC),HGNC:2631,P05181
GenBank Gene Database,J02625,P05181
GenBank Protein Database,181360,P05181
Guide to Pharmacology,1330,P05181
UniProtKB,P05181,P05181
UniProt Accession,CP2E1_HUMAN,P05181
HUGO Gene Nomenclature Committee (HGNC),HGNC:2621,P33261
GenBank Gene Database,M61854,P33261
GenBank Protein Database,181344,P33261
Guide to Pharmacology,1328,P33261
UniProtKB,P33261,P33261
UniProt Accession,CP2CJ_HUMAN,P33261
HUGO Gene Nomenclature Committee (HGNC),HGNC:2596,P05177
GenAtlas,CYP1A2,P05177
GenBank Gene Database,Z00036,P05177
Guide to Pharmacology,1319,P05177
UniProtKB,P05177,P05177
UniProt Accession,CP1A2_HUMAN,P05177
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,P08684
GenAtlas,CYP3A4,P08684
