category,description,polypeptide_id
component,ER to Golgi transport vesicle,P12259
function,copper ion binding,P12259
process,blood coagulation,P12259
process,blood circulation,P12259
process,COPII vesicle coating,P12259
process,ER to Golgi vesicle-mediated transport,P12259
process,platelet activation,P12259
process,membrane organization,P12259
process,platelet degranulation,P12259
process,cellular protein metabolic process,P12259
process,post-translational protein modification,P12259
process,protein N-linked glycosylation via asparagine,P12259
component,Golgi membrane,P00451
component,platelet alpha granule lumen,P00451
component,extracellular region,P00451
component,plasma membrane,P00451
component,extracellular space,P00451
component,endoplasmic reticulum lumen,P00451
component,endoplasmic reticulum-Golgi intermediate compartment membrane,P00451
component,ER to Golgi transport vesicle,P00451
function,oxidoreductase activity,P00451
function,copper ion binding,P00451
process,blood coagulation,P00451
process,COPII vesicle coating,P00451
process,ER to Golgi vesicle-mediated transport,P00451
process,membrane organization,P00451
process,platelet degranulation,P00451
process,platelet activation,P00451
process,post-translational protein modification,P00451
process,protein N-linked glycosylation via asparagine,P00451
process,cellular protein metabolic process,P00451
process,acute-phase response,P00451
process,"blood coagulation, intrinsic pathway",P00451
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,late endosome,P02787
component,HFE-transferrin receptor complex,P02787
component,perinuclear region of cytoplasm,P02787
component,early endosome,P02787
component,extracellular region,P02787
component,extrinsic component of external side of plasma membrane,P02787
component,endosome membrane,P02787
component,blood microparticle,P02787
component,extracellular space,P02787
component,apical plasma membrane,P02787
component,basal plasma membrane,P02787
component,cell surface,P02787
component,endocytic vesicle,P02787
component,coated pit,P02787
component,cytoplasmic membrane-bounded vesicle,P02787
component,secretory granule lumen,P02787
component,recycling endosome,P02787
component,basal part of cell,P02787
component,vesicle,P02787
component,extracellular exosome,P02787
function,ferric iron binding,P02787
function,transferrin receptor binding,P02787
function,ferrous iron binding,P02787
function,ferric iron transmembrane transporter activity,P02787
process,blood coagulation,P02787
process,cellular response to iron ion,P02787
process,transmembrane transport,P02787
process,ferrous iron import into cell,P02787
process,platelet degranulation,P02787
process,iron ion homeostasis,P02787
process,retina homeostasis,P02787
process,cellular iron ion homeostasis,P02787
process,regulation of protein stability,P02787
process,platelet activation,P02787
process,positive regulation of receptor-mediated endocytosis,P02787
process,transferrin transport,P02787
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,extracellular region,P02763
component,extracellular space,P02763
component,extracellular exosome,P02763
component,blood microparticle,P02763
process,transport,P02763
process,inflammatory response,P02763
process,acute-phase response,P02763
process,negative regulation of tumor necrosis factor production,P02763
process,regulation of immune system process,P02763
process,negative regulation of interleukin-6 production,P02763
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,extracellular region,P02763
component,extracellular space,P02763
component,extracellular exosome,P02763
component,blood microparticle,P02763
process,transport,P02763
process,inflammatory response,P02763
process,acute-phase response,P02763
process,negative regulation of tumor necrosis factor production,P02763
process,regulation of immune system process,P02763
process,negative regulation of interleukin-6 production,P02763
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,extracellular region,P02763
component,extracellular space,P02763
component,extracellular exosome,P02763
component,blood microparticle,P02763
process,transport,P02763
process,inflammatory response,P02763
process,acute-phase response,P02763
process,negative regulation of tumor necrosis factor production,P02763
process,regulation of immune system process,P02763
process,negative regulation of interleukin-6 production,P02763
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,extracellular region,P02763
component,extracellular space,P02763
component,extracellular exosome,P02763
component,blood microparticle,P02763
process,transport,P02763
process,inflammatory response,P02763
process,acute-phase response,P02763
process,negative regulation of tumor necrosis factor production,P02763
process,regulation of immune system process,P02763
process,negative regulation of interleukin-6 production,P02763
component,membrane,P01130
component,early endosome,P01130
component,external side of plasma membrane,P01130
component,endosome membrane,P01130
component,integral component of plasma membrane,P01130
component,plasma membrane,P01130
component,clathrin-coated endocytic vesicle membrane,P01130
component,receptor complex,P01130
component,low-density lipoprotein particle,P01130
component,basolateral plasma membrane,P01130
component,lysosome,P01130
component,cell surface,P01130
component,apical part of cell,P01130
component,coated pit,P01130
component,late endosome,P01130
component,Golgi apparatus,P01130
component,PCSK9-LDLR complex,P01130
function,virus receptor activity,P01130
function,receptor activity,P01130
function,calcium ion binding,P01130
function,glycoprotein binding,P01130
function,protease binding,P01130
function,low-density lipoprotein receptor activity,P01130
function,very-low-density lipoprotein particle receptor activity,P01130
function,clathrin heavy chain binding,P01130
function,low-density lipoprotein particle binding,P01130
process,regulation of cholesterol homeostasis,P01130
process,cholesterol import,P01130
process,low-density lipoprotein particle clearance,P01130
process,receptor-mediated endocytosis,P01130
process,phospholipid transport,P01130
process,lipid metabolic process,P01130
process,positive regulation of triglyceride biosynthetic process,P01130
process,regulation of phosphatidylcholine catabolic process,P01130
process,cholesterol transport,P01130
process,intestinal cholesterol absorption,P01130
process,"phototransduction, visible light",P01130
process,lipoprotein catabolic process,P01130
process,cholesterol homeostasis,P01130
process,retinoid metabolic process,P01130
process,cholesterol metabolic process,P01130
process,lipoprotein metabolic process,P01130
process,endocytosis,P01130
process,small molecule metabolic process,P01130
component,membrane,P98155
component,perinuclear region of cytoplasm,P98155
component,very-low-density lipoprotein particle,P98155
component,nucleus,P98155
component,apical part of cell,P98155
component,plasma membrane,P98155
component,receptor complex,P98155
component,cell surface,P98155
component,coated pit,P98155
component,integral component of membrane,P98155
function,calcium ion binding,P98155
function,low-density lipoprotein receptor activity,P98155
function,very-low-density lipoprotein particle receptor activity,P98155
function,calcium-dependent protein binding,P98155
function,very-low-density lipoprotein particle binding,P98155
function,glycoprotein binding,P98155
function,reelin receptor activity,P98155
function,apolipoprotein binding,P98155
function,glycoprotein transporter activity,P98155
process,cellular response to hypoxia,P98155
process,glycoprotein transport,P98155
process,memory,P98155
process,signal transduction,P98155
process,receptor-mediated endocytosis,P98155
process,cellular response to glucose starvation,P98155
process,heart development,P98155
process,response to nutrient,P98155
process,nervous system development,P98155
process,response to drug,P98155
process,ventral spinal cord development,P98155
process,dendrite morphogenesis,P98155
process,lipid transport,P98155
process,negative regulation of transcription from RNA polymerase II promoter,P98155
process,very-low-density lipoprotein particle clearance,P98155
process,cellular response to insulin stimulus,P98155
process,positive regulation of protein kinase activity,P98155
process,cerebral cortex development,P98155
process,positive regulation of dendrite development,P98155
process,cellular response to lipopolysaccharide,P98155
process,cellular response to interleukin-1,P98155
process,reelin-mediated signaling pathway,P98155
process,cholesterol metabolic process,P98155
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,proteinaceous extracellular matrix,P04275
component,external side of plasma membrane,P04275
component,extracellular matrix,P04275
component,platelet alpha granule lumen,P04275
component,extracellular region,P04275
component,endoplasmic reticulum,P04275
component,platelet alpha granule,P04275
component,Weibel-Palade body,P04275
component,extracellular exosome,P04275
function,collagen binding,P04275
function,identical protein binding,P04275
function,chaperone binding,P04275
function,glycoprotein binding,P04275
function,integrin binding,P04275
function,protein N-terminus binding,P04275
function,immunoglobulin binding,P04275
function,protease binding,P04275
function,protein homodimerization activity,P04275
process,cell adhesion,P04275
process,hemostasis,P04275
process,extracellular matrix organization,P04275
process,blood coagulation,P04275
process,platelet degranulation,P04275
process,"blood coagulation, intrinsic pathway",P04275
process,cell-substrate adhesion,P04275
process,response to wounding,P04275
process,platelet activation,P04275
process,liver development,P04275
process,placenta development,P04275
process,protein homooligomerization,P04275
component,cytosol,Q9UKL6
function,phosphatidylcholine binding,Q9UKL6
function,phosphatidylcholine transporter activity,Q9UKL6
process,lipid transport,Q9UKL6
process,cholesterol metabolic process,Q9UKL6
process,phospholipid transport,Q9UKL6
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,membrane,O15244
component,plasma membrane,O15244
component,extracellular exosome,O15244
component,integral component of plasma membrane,O15244
function,dopamine transmembrane transporter activity,O15244
function,choline transmembrane transporter activity,O15244
function,quaternary ammonium group transmembrane transporter activity,O15244
function,organic cation transmembrane transporter activity,O15244
process,dopamine transport,O15244
process,neurotransmitter biosynthetic process,O15244
process,synaptic transmission,O15244
process,neurotransmitter secretion,O15244
process,ammonium transmembrane transport,O15244
process,small molecule metabolic process,O15244
process,body fluid secretion,O15244
process,organic cation transport,O15244
process,transmembrane transport,O15244
process,choline transport,O15244
process,drug transmembrane transport,O15244
process,quaternary ammonium group transport,O15244
component,plasma membrane,Q96FL8
component,integral component of membrane,Q96FL8
component,membrane-bounded vesicle,Q96FL8
function,drug transmembrane transporter activity,Q96FL8
function,monovalent cation,Q96FL8
process,transmembrane transport,Q96FL8
process,drug transmembrane transport,Q96FL8
process,organic cation transport,Q96FL8
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,platelet alpha granule lumen,P02768
component,extracellular space,P02768
component,blood microparticle,P02768
component,protein complex,P02768
component,Golgi apparatus,P02768
component,extracellular exosome,P02768
component,myelin sheath,P02768
component,extracellular region,P02768
component,nucleus,P02768
component,endoplasmic reticulum,P02768
function,drug binding,P02768
function,pyridoxal phosphate binding,P02768
function,fatty acid binding,P02768
function,copper ion binding,P02768
function,antioxidant activity,P02768
function,chaperone binding,P02768
function,toxic substance binding,P02768
function,DNA binding,P02768
process,negative regulation of programmed cell death,P02768
process,platelet degranulation,P02768
process,retina homeostasis,P02768
process,platelet activation,P02768
process,transport,P02768
process,sodium-independent organic anion transport,P02768
process,lipoprotein metabolic process,P02768
process,bile acid metabolic process,P02768
process,small molecule metabolic process,P02768
process,bile acid and bile salt transport,P02768
process,blood coagulation,P02768
process,transmembrane transport,P02768
process,cellular response to starvation,P02768
process,receptor-mediated endocytosis,P02768
process,hemolysis by symbiont of host erythrocytes,P02768
process,negative regulation of apoptotic process,P02768
process,maintenance of mitochondrion location,P02768
component,basolateral plasma membrane,P54710
component,sodium,P54710
component,plasma membrane,P54710
component,extracellular exosome,P54710
component,integral component of plasma membrane,P54710
component,intracellular membrane-bounded organelle,P54710
function,transporter activity,P54710
function,ion channel activity,P54710
function,sodium channel regulator activity,P54710
function,sodium,P54710
process,ion transmembrane transport,P54710
process,transport,P54710
process,regulation of cell growth,P54710
process,ATP hydrolysis coupled transmembrane transport,P54710
process,establishment or maintenance of transmembrane electrochemical gradient,P54710
process,regulation of cell proliferation,P54710
process,potassium ion import across plasma membrane,P54710
process,regulation of sodium ion transmembrane transporter activity,P54710
process,sodium ion export from cell,P54710
process,transmembrane transport,P54710
component,neuronal postsynaptic density,P05023
component,membrane,P05023
component,melanosome,P05023
component,protein complex,P05023
component,intercalated disc,P05023
component,intracellular membrane-bounded organelle,P05023
component,sarcolemma,P05023
component,endoplasmic reticulum,P05023
component,T-tubule,P05023
component,extracellular vesicle,P05023
component,plasma membrane,P05023
component,basolateral plasma membrane,P05023
component,Golgi apparatus,P05023
component,endosome,P05023
component,sodium,P05023
component,integral component of membrane,P05023
component,apical plasma membrane,P05023
component,extracellular exosome,P05023
component,caveola,P05023
component,myelin sheath,P05023
function,chaperone binding,P05023
function,ATP binding,P05023
function,phosphatase activity,P05023
function,ADP binding,P05023
function,potassium ion binding,P05023
function,sodium ion binding,P05023
function,steroid hormone binding,P05023
function,sodium,P05023
process,positive regulation of heart contraction,P05023
process,positive regulation of striated muscle contraction,P05023
process,transmembrane transport,P05023
process,relaxation of cardiac muscle,P05023
process,negative regulation of glucocorticoid biosynthetic process,P05023
process,regulation of blood pressure,P05023
process,regulation of the force of heart contraction,P05023
process,cellular response to mechanical stimulus,P05023
process,protein dephosphorylation,P05023
process,membrane hyperpolarization,P05023
process,ion transmembrane transport,P05023
process,response to drug,P05023
process,regulation of sodium ion transport,P05023
process,cell communication by electrical coupling involved in cardiac conduction,P05023
process,cardiac muscle contraction,P05023
process,regulation of cardiac muscle cell contraction,P05023
process,cellular potassium ion homeostasis,P05023
process,cellular response to steroid hormone stimulus,P05023
process,membrane repolarization during cardiac muscle cell action potential,P05023
process,establishment or maintenance of transmembrane electrochemical gradient,P05023
process,ATP hydrolysis coupled proton transport,P05023
process,negative regulation of heart contraction,P05023
process,potassium ion import across plasma membrane,P05023
process,cellular sodium ion homeostasis,P05023
process,potassium ion import,P05023
process,response to glycoside,P05023
process,sodium ion export from cell,P05023
process,membrane repolarization,P05023
component,intracellular,P05026
component,membrane,P05026
component,extracellular vesicle,P05026
component,intercalated disc,P05026
component,basolateral plasma membrane,P05026
component,sarcolemma,P05026
component,plasma membrane,P05026
component,sodium,P05026
component,extracellular exosome,P05026
component,myelin sheath,P05026
component,apical plasma membrane,P05026
component,caveola,P05026
function,ATPase activator activity,P05026
function,MHC class II protein complex binding,P05026
function,sodium,P05026
function,ATPase binding,P05026
process,cellular calcium ion homeostasis,P05026
process,positive regulation of defense response to virus by host,P05026
process,response to hypoxia,P05026
process,positive regulation of sodium ion export from cell,P05026
process,relaxation of cardiac muscle,P05026
process,xenophagy,P05026
process,cell adhesion,P05026
process,cellular potassium ion homeostasis,P05026
process,positive regulation of potassium ion import,P05026
process,blood coagulation,P05026
process,membrane repolarization during cardiac muscle cell action potential,P05026
process,regulation of gene expression,P05026
process,positive regulation of potassium ion transmembrane transporter activity,P05026
process,cardiac muscle contraction,P05026
process,mitophagy in response to mitochondrial depolarization,P05026
process,protein localization to plasma membrane,P05026
process,positive regulation of calcium,P05026
process,cellular sodium ion homeostasis,P05026
process,protein transport into plasma membrane raft,P05026
process,ATP hydrolysis coupled transmembrane transport,P05026
process,membrane repolarization,P05026
process,establishment or maintenance of transmembrane electrochemical gradient,P05026
process,protein stabilization,P05026
process,potassium ion import across plasma membrane,P05026
process,transmembrane transport,P05026
process,cell communication by electrical coupling involved in cardiac conduction,P05026
process,sodium ion export from cell,P05026
process,leukocyte migration,P05026
process,positive regulation of ATPase activity,P05026
process,potassium ion import,P05026
process,ATP metabolic process,P05026
process,ion transmembrane transport,P05026
process,regulation of cardiac muscle contraction by calcium ion signaling,P05026
component,cytoplasm,P14415
component,sodium,P14415
component,plasma membrane,P14415
component,apical plasma membrane,P14415
function,ATPase activator activity,P14415
function,sodium,P14415
function,ATPase binding,P14415
process,positive regulation of ATPase activity,P14415
process,transport,P14415
process,potassium ion import,P14415
process,positive regulation of sodium ion export from cell,P14415
process,cell adhesion,P14415
process,ATP hydrolysis coupled transmembrane transport,P14415
process,positive regulation of potassium ion import,P14415
process,blood coagulation,P14415
process,establishment or maintenance of transmembrane electrochemical gradient,P14415
process,positive regulation of potassium ion transmembrane transporter activity,P14415
process,sodium ion export from cell,P14415
process,cellular potassium ion homeostasis,P14415
process,transmembrane transport,P14415
process,cellular sodium ion homeostasis,P14415
process,leukocyte migration,P14415
process,membrane repolarization,P14415
process,ion transmembrane transport,P14415
process,protein stabilization,P14415
process,cell communication by electrical coupling involved in cardiac conduction,P14415
component,sodium,P54709
component,plasma membrane,P54709
component,extracellular exosome,P54709
component,melanosome,P54709
component,caveola,P54709
function,ATPase activator activity,P54709
function,sodium,P54709
function,ATPase binding,P54709
process,positive regulation of ATPase activity,P54709
process,transport,P54709
process,potassium ion import,P54709
process,positive regulation of sodium ion export from cell,P54709
process,blood coagulation,P54709
process,ATP hydrolysis coupled transmembrane transport,P54709
process,positive regulation of potassium ion import,P54709
process,establishment or maintenance of transmembrane electrochemical gradient,P54709
process,positive regulation of potassium ion transmembrane transporter activity,P54709
process,sodium ion export from cell,P54709
process,transmembrane transport,P54709
process,leukocyte migration,P54709
