resource,identifier,polypeptide_id
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:2339,P29373
GenAtlas,CRABP2,P29373
GenBank Gene Database,M68867,P29373
GenBank Protein Database,181026,P29373
UniProtKB,P29373,P29373
UniProt Accession,RABP2_HUMAN,P29373
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3556,P12104
GenBank Gene Database,BC069466,P12104
GenBank Protein Database,46854681,P12104
UniProtKB,P12104,P12104
UniProt Accession,FABPI_HUMAN,P12104
HUGO Gene Nomenclature Committee (HGNC),HGNC:13916,O95445
GenBank Gene Database,AF118393,O95445
GenBank Protein Database,6289103,O95445
UniProtKB,O95445,O95445
UniProt Accession,APOM_HUMAN,O95445
HUGO Gene Nomenclature Committee (HGNC),HGNC:2339,P29373
GenAtlas,CRABP2,P29373
GenBank Gene Database,M68867,P29373
GenBank Protein Database,181026,P29373
UniProtKB,P29373,P29373
UniProt Accession,RABP2_HUMAN,P29373
HUGO Gene Nomenclature Committee (HGNC),HGNC:2339,P29373
GenAtlas,CRABP2,P29373
GenBank Gene Database,M68867,P29373
GenBank Protein Database,181026,P29373
UniProtKB,P29373,P29373
UniProt Accession,RABP2_HUMAN,P29373
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:40,P08183
GenAtlas,ABCB1,P08183
GenBank Gene Database,M14758,P08183
GenBank Protein Database,307180,P08183
UniProtKB,P08183,P08183
UniProt Accession,MDR1_HUMAN,P08183
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:1540,P08185
GenAtlas,SERPINA6,P08185
GenBank Gene Database,J02943,P08185
GenBank Protein Database,179971,P08185
UniProtKB,P08185,P08185
UniProt Accession,CBG_HUMAN,P08185
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:7,P01023
GenAtlas,A2M,P01023
GenBank Gene Database,M11313,P01023
GenBank Protein Database,177870,P01023
UniProtKB,P01023,P01023
UniProt Accession,A2MG_HUMAN,P01023
HUGO Gene Nomenclature Committee (HGNC),HGNC:2295,P00450
GenAtlas,CP,P00450
GenBank Gene Database,M13699,P00450
GenBank Protein Database,180256,P00450
UniProtKB,P00450,P00450
UniProt Accession,CERU_HUMAN,P00450
HUGO Gene Nomenclature Committee (HGNC),HGNC:798,O00244
GenAtlas,ATOX1,O00244
GenBank Gene Database,U70660,O00244
UniProtKB,O00244,O00244
UniProt Accession,ATOX1_HUMAN,O00244
HUGO Gene Nomenclature Committee (HGNC),HGNC:1613,O14618
UniProtKB,O14618,O14618
UniProt Accession,CCS_HUMAN,O14618
HUGO Gene Nomenclature Committee (HGNC),HGNC:2264,Q14061
UniProtKB,Q14061,Q14061
UniProt Accession,COX17_HUMAN,Q14061
HUGO Gene Nomenclature Committee (HGNC),HGNC:4866,Q9BQS7
UniProtKB,Q9BQS7,Q9BQS7
UniProt Accession,HEPH_HUMAN,Q9BQS7
HUGO Gene Nomenclature Committee (HGNC),HGNC:3542,P12259
GenAtlas,F5,P12259
GenBank Gene Database,M16967,P12259
GenBank Protein Database,182412,P12259
UniProtKB,P12259,P12259
UniProt Accession,FA5_HUMAN,P12259
HUGO Gene Nomenclature Committee (HGNC),HGNC:3546,P00451
GenAtlas,F8,P00451
GenBank Gene Database,M14113,P00451
GenBank Protein Database,182818,P00451
UniProtKB,P00451,P00451
UniProt Accession,FA8_HUMAN,P00451
HUGO Gene Nomenclature Committee (HGNC),HGNC:7428,Q14872
UniProtKB,Q14872,Q14872
UniProt Accession,MTF1_HUMAN,Q14872
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,P02787
GenAtlas,TF,P02787
GenBank Gene Database,M12530,P02787
GenBank Protein Database,339453,P02787
UniProtKB,P02787,P02787
UniProt Accession,TRFE_HUMAN,P02787
HUGO Gene Nomenclature Committee (HGNC),HGNC:40,P08183
GenAtlas,ABCB1,P08183
GenBank Gene Database,M14758,P08183
GenBank Protein Database,307180,P08183
UniProtKB,P08183,P08183
UniProt Accession,MDR1_HUMAN,P08183
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:6547,P01130
GenAtlas,LDLR,P01130
GenBank Gene Database,L00352,P01130
GenBank Protein Database,307121,P01130
UniProtKB,P01130,P01130
UniProt Accession,LDLR_HUMAN,P01130
HUGO Gene Nomenclature Committee (HGNC),HGNC:12698,P98155
GenBank Gene Database,L20470,P98155
GenBank Protein Database,409426,P98155
UniProtKB,P98155,P98155
UniProt Accession,VLDLR_HUMAN,P98155
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12726,P04275
GenAtlas,VWF,P04275
GenBank Gene Database,X04385,P04275
GenBank Protein Database,37947,P04275
UniProtKB,P04275,P04275
UniProt Accession,VWF_HUMAN,P04275
HUGO Gene Nomenclature Committee (HGNC),HGNC:8752,Q9UKL6
GenAtlas,PCTP,Q9UKL6
GenBank Gene Database,AF151638,Q9UKL6
GenBank Protein Database,6049276,Q9UKL6
UniProtKB,Q9UKL6,Q9UKL6
UniProt Accession,PPCT_HUMAN,Q9UKL6
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:10966,O15244
GenBank Gene Database,X98333,O15244
GenBank Protein Database,2281942,O15244
Guide to Pharmacology,1020,O15244
UniProtKB,O15244,O15244
UniProt Accession,S22A2_HUMAN,O15244
HUGO Gene Nomenclature Committee (HGNC),HGNC:25588,Q96FL8
GenBank Gene Database,AK001709,Q96FL8
GenBank Protein Database,7023138,Q96FL8
Guide to Pharmacology,1216,Q96FL8
UniProtKB,Q96FL8,Q96FL8
UniProt Accession,S47A1_HUMAN,Q96FL8
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:4026,P54710
GenAtlas,FXYD2,P54710
GenBank Gene Database,U50743,P54710
GenBank Protein Database,1575004,P54710
UniProtKB,P54710,P54710
UniProt Accession,ATNG_HUMAN,P54710
HUGO Gene Nomenclature Committee (HGNC),HGNC:799,P05023
GenAtlas,ATP1A1,P05023
GenBank Gene Database,D00099,P05023
GenBank Protein Database,219942,P05023
UniProtKB,P05023,P05023
UniProt Accession,AT1A1_HUMAN,P05023
HUGO Gene Nomenclature Committee (HGNC),HGNC:804,P05026
UniProtKB,P05026,P05026
UniProt Accession,AT1B1_HUMAN,P05026
HUGO Gene Nomenclature Committee (HGNC),HGNC:805,P14415
UniProtKB,P14415,P14415
UniProt Accession,AT1B2_HUMAN,P14415
HUGO Gene Nomenclature Committee (HGNC),HGNC:806,P54709
UniProtKB,P54709,P54709
UniProt Accession,AT1B3_HUMAN,P54709
HUGO Gene Nomenclature Committee (HGNC),HGNC:14073,Q13733
UniProtKB,Q13733,Q13733
UniProt Accession,AT1A4_HUMAN,Q13733
HUGO Gene Nomenclature Committee (HGNC),HGNC:800,P50993
UniProtKB,P50993,P50993
UniProt Accession,AT1A2_HUMAN,P50993
HUGO Gene Nomenclature Committee (HGNC),HGNC:801,P13637
UniProtKB,P13637,P13637
UniProt Accession,AT1A3_HUMAN,P13637
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:10963,O15245
GenBank Gene Database,X98332,O15245
GenBank Protein Database,2511670,O15245
Guide to Pharmacology,1019,O15245
UniProtKB,O15245,O15245
UniProt Accession,S22A1_HUMAN,O15245
HUGO Gene Nomenclature Committee (HGNC),HGNC:10966,O15244
GenBank Gene Database,X98333,O15244
GenBank Protein Database,2281942,O15244
Guide to Pharmacology,1020,O15244
UniProtKB,O15244,O15244
UniProt Accession,S22A2_HUMAN,O15244
HUGO Gene Nomenclature Committee (HGNC),HGNC:8752,Q9UKL6
GenAtlas,PCTP,Q9UKL6
GenBank Gene Database,AF151638,Q9UKL6
GenBank Protein Database,6049276,Q9UKL6
UniProtKB,Q9UKL6,Q9UKL6
UniProt Accession,PPCT_HUMAN,Q9UKL6
HUGO Gene Nomenclature Committee (HGNC),HGNC:8630,P30086
GenAtlas,PEBP1,P30086
GenBank Gene Database,D16111,P30086
GenBank Protein Database,435638,P30086
UniProtKB,P30086,P30086
UniProt Accession,PEBP1_HUMAN,P30086
HUGO Gene Nomenclature Committee (HGNC),HGNC:1434,P05937
UniProtKB,P05937,P05937
UniProt Accession,CALB1_HUMAN,P05937
HUGO Gene Nomenclature Committee (HGNC),HGNC:1436,P29377
GenBank Gene Database,X65869,P29377
GenBank Protein Database,29602,P29377
UniProtKB,P29377,P29377
UniProt Accession,S100G_HUMAN,P29377
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:914,P61769
GenBank Gene Database,AY187687,P61769
GenBank Protein Database,27763813,P61769
UniProtKB,P61769,P61769
UniProt Accession,B2MG_HUMAN,P61769
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:2295,P00450
GenAtlas,CP,P00450
GenBank Gene Database,M13699,P00450
GenBank Protein Database,180256,P00450
UniProtKB,P00450,P00450
UniProt Accession,CERU_HUMAN,P00450
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,P02787
GenAtlas,TF,P02787
GenBank Gene Database,M12530,P02787
GenBank Protein Database,339453,P02787
UniProtKB,P02787,P02787
UniProt Accession,TRFE_HUMAN,P02787
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:6720,P02788
GenAtlas,LTF,P02788
GenBank Gene Database,X53961,P02788
GenBank Protein Database,34416,P02788
UniProtKB,P02788,P02788
UniProt Accession,TRFL_HUMAN,P02788
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,P02787
GenAtlas,TF,P02787
GenBank Gene Database,M12530,P02787
GenBank Protein Database,339453,P02787
UniProtKB,P02787,P02787
UniProt Accession,TRFE_HUMAN,P02787
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
UniProtKB,P02773,P02773
UniProt Accession,FETA_RAT,P02773
HUGO Gene Nomenclature Committee (HGNC),HGNC:12698,P98155
GenBank Gene Database,L20470,P98155
GenBank Protein Database,409426,P98155
UniProtKB,P98155,P98155
UniProt Accession,VLDLR_HUMAN,P98155
