synonyms,polypeptide_id
"5.3.1.9,AMF,Autocrine motility factor,GPI,Neuroleukin,NLK,PGI,PHI,Phosphoglucose isomerase,Phosphohexose isomerase,SA-36,Sperm antigen 36",P06744
"1.1.1.27,Cell proliferation-inducing gene 19 protein,LDH muscle subunit,LDH-A,LDH-M,Renal carcinoma antigen NY-REN-59",P00338
"2.7.2.3,Cell migration-inducing gene 10 protein,PGKA,Primer recognition protein 2,PRP 2",P00558
"Alpha-tubulin 2,Alpha-tubulin 3C/D,TUBA2,Tubulin alpha-2 chain",Q13748
"TUBB5,Tubulin beta-5 chain",P07437
"18 kDa phosphoprotein,CFL,Cofilin, non-muscle isoform,p18",P23528
"KCIP-1,Protein 1054,Protein kinase C inhibitor protein 1",P31946
"2.6.1.1,cAspAT,cCAT,Cysteine aminotransferase, cytoplasmic,Cysteine transaminase, cytoplasmic,Glutamate oxaloacetate transaminase 1,Transaminase A",P17174
"6.3.2.3,Glutathione synthase,GSH synthetase",P48637
"HDGF,High mobility group protein 1-like 2,HMG-1L2,HMG1L2",P51858
"1.1.1.41,Isocitric dehydrogenase subunit alpha,NAD(+)-specific ICDH subunit alpha",P50213
"Chloride channel ABP,G6,hRNCC,NCC27,Nuclear chloride ion channel 27,Regulatory nuclear chloride ion channel protein",O00299
"11S regulator complex subunit alpha,Activator of multicatalytic protease subunit 1,IFI5111,IGUP I-5111,Interferon gamma up-regulated I-5111 protein,PA28a,PA28alpha,Proteasome activator 28 subunit alpha,REG-alpha",Q06323
"HCNPpp,Neuropolypeptide h3,PBP,PEBP,PEBP-1,Prostatic-binding protein,Raf kinase inhibitor protein,RKIP",P30086
"5.4.2.11,BPG-dependent PGAM 1,PGAM-B,PGAMA,Phosphoglycerate mutase isozyme B",P18669
"Ran-binding protein 1,RanBP1",P43487
"1.1.1.22,UDP-Glc dehydrogenase",O60701
Beta-2-microglobulin form pI 5.3,P61769
SCOD1,O75880
"ALTPRP,PRIP,PRP",F7VJQ1
"Glycine receptor 48 kDa subunit,Glycine receptor strychnine-binding subunit",P23415
"HD,HD protein,Huntington disease protein,IT15",P42858
"3.2.2.-,DNA glycosylase/AP lyase Neil1,DNA-(apurinic or apyrimidinic site) lyase Neil1,Endonuclease VIII-like 1,FPG1,NEH1,Nei homolog 1,Nei-like protein 1",Q96FI4
"3.2.2.-,DNA glycosylase/AP lyase Neil2,DNA-(apurinic or apyrimidinic site) lyase Neil2,Endonuclease VIII-like 2,NEH2,Nei homolog 2,Nei-like protein 2",Q969S2
1.-.-.-,Q6MZM0
"Endothelial plasminogen activator inhibitor,PAI,PAI1,PLANH1,Serpin E1",P05121
"CAN19,Protein S-100L,S100 calcium-binding protein A2,S100L",P29034
"Calvasculin,CAPL,Metastasin,MTS1,Placental calcium-binding protein,Protein Mts1,S100 calcium-binding protein A4",P26447
"NACP,Non-A beta component of AD amyloid,Non-A4 component of amyloid precursor,PARK1",P37840
"Abrineurin,BDNF",P23560
"3.1.2.-,DJ-1,Oncogene DJ1,Parkinson disease protein 7",Q99497
"Amylin,DAP,Diabetes-associated peptide,Insulinoma amyloid peptide",P10997
"NKNB,ZNEUROK1",Q9UHF0
Alpha-1-B glycoprotein,P04217
"ALB2,ALBA,Alpha-Alb,Alpha-albumin",P43652
"Serpin A8,SERPINA8",P01019
"Alpha-2-Z-globulin,Ba-alpha-2-glycoprotein,FETUA,Fetuin-A",P02765
"9.5S alpha-1-glycoprotein,PTX2,SAP",P02743
"Apo-AI,Apolipoprotein A1",P02647
"Apo-AII,Apolipoprotein A2",P02652
"Apo-AIV,Apolipoprotein A4",P06727
"apoB-48R,APOB48R,Apolipoprotein B-100 receptor,Apolipoprotein B-48 receptor,Apolipoprotein B48 receptor",Q0VD83
"APC2,Apo-CII,Apolipoprotein C2",P02655
"Apo-CIII,Apolipoprotein C3",P02656
Apo-D,P05090
Apo-E,P02649
"Activated protein C-binding protein,Anticardiolipin cofactor,APC inhibitor,Apo-H,Apolipoprotein H,B2G1,B2GPI,Beta-2-glycoprotein I,Beta(2)GPI",P02749
"ZAG,Zn-alpha-2-GP,ZNGP1",P25311
C1QG,P02747
"3.4.21.42,C1 esterase,Complement component 1 subcomponent s",P09871
"C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1,CPAMD1",P01024
"Basic complement C4,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3,CO4,CPAMD3",P0C0L5
"C4BP,Proline-rich protein,PRP",P04003
"C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4,CPAMD4",P01031
Complement component 8 subunit beta,P07358
"
    ",P02748
"H factor 1,HF,HF1,HF2",P08603
"3.4.21.45,C3B/C4B inactivator,IF",P05156
"C-type lectin domain family 3 member B,Plasminogen kringle 4-binding protein,TN,TNA",P05452
"Aging-associated gene 4 protein,Apo-J,APOJ,Apolipoprotein J,CLI,Complement cytolysis inhibitor,Complement-associated protein SP-40,40,Ku70-binding protein 1,KUB1,NA1/NA2,Testosterone-repressed prostate message 2,TRPM-2",P10909
"3.4.21.5,Coagulation factor II",P00734
"ASF/SF2-associated protein p32,C1qBP,gC1q-R protein,GC1QBP,Glycoprotein gC1qBP,HABP1,Hyaluronan-binding protein 1,Mitochondrial matrix protein p32,p33,SF2P32",Q07021
"Actin-depolymerizing factor,ADF,AGEL,Brevin",P06396
"Alpha-globin,Hemoglobin alpha chain",P69905
"Beta-globin,Hemoglobin beta chain",P68871
"Antigen p25,Heterochromatin protein 1 homolog alpha,HP1 alpha,HP1A",P45973
"
    ",P00739
ALS,P35858
"
    ",P01857
"
    ",P01861
Rheumatoid factor,P01619
"CD179 antigen-like family member B,Ig lambda-5,IGL1,Immunoglobulin omega polypeptide,Immunoglobulin-related protein 14.1",P15814
"IGHEP2,Inter-alpha-trypsin inhibitor complex component II,ITI heavy chain H2,Serum-derived hyaluronan-associated protein,SHAP",P19823
"Alpha-2-thiol proteinase inhibitor,BDK,Fitzgerald factor,High molecular weight kininogen,HMWK,KNG,Williams-Fitzgerald-Flaujeac factor",P01042
"67 kDa cytokeratin,CK-1,Cytokeratin-1,Hair alpha protein,K1,Keratin-1,KRTA,Type-II keratin Kb1",P04264
"CK-10,Cytokeratin-10,K10,Keratin-10,KPP",P13645
"CK-2e,Cytokeratin-2e,Epithelial keratin-2e,K2e,Keratin-2 epidermis,Keratin-2e,KRT2A,KRT2E,Type-II keratin Kb2",P35908
"CK-9,Cytokeratin-9,K9,Keratin-9",P35527
LRG,P02750
"Keratan sulfate proteoglycan lumican,KSPG lumican,LDC,SLRR2D",P51884
"3.5.1.28,Peptidoglycan recognition protein 2,Peptidoglycan recognition protein long,PGLYRPL,PGRP-L,PGRPL",Q96PD5
3.4.21.7,P00747
"3.1.1.2,A-esterase 1,Aromatic esterase 1,K-45,PON,PON 1,Serum aryldialkylphosphatase 1",P27169
"C-X-C motif chemokine 7,CTAP3,CXCL7,LDGF,Leukocyte-derived growth factor,Macrophage-derived growth factor,MDGF,PBP,SCYB7,Small-inducible cytokine B7,TGB1,THBGB1",P02775
"AAT,Alpha-1 protease inhibitor,Alpha-1-antiproteinase,PI,Serpin A1",P01009
"Kallikrein inhibitor,KST,Peptidase inhibitor 4,PI-4,PI4,Serpin A4",P29622
"CBG,Serpin A6,Transcortin",P08185
"Serpin A7,T4-binding globulin,TBG",P05543
"AT3,ATIII,Serpin C1",P01008
"HC-II,HCF2,Heparin cofactor II,HLS2,Protease inhibitor leuserpin-2,Serpin D1",P05546
"Cell proliferation-inducing gene 35 protein,EPC-1,PEDF,Serpin F1",P36955
"AAP,Alpha-2-AP,Alpha-2-PI,Alpha-2-plasmin inhibitor,PLI,Serpin F2",P08697
"C1 esterase inhibitor,C1 Inh,C1-inhibiting factor,C1IN,C1NH,Serpin G1",P05155
"ATTR,PALB,Prealbumin,TBPA",P02766
"S-protein,Serum-spreading factor,V75,VN",P04004
APLP,P51693
"3.4.21.69,Anticoagulant protein C,Autoprothrombin IIA,Blood coagulation factor XIV",P04070
"CPI-B,CST6,Liver thiol proteinase inhibitor,Stefin-B,STFB",P04080
"1.9.3.1,COI,COXI,Cytochrome c oxidase polypeptide I,MTCO1",P00395
"1.-.-.-,Mitogenic oxidase 1,MOX-1,MOX1,NADH/NADPH mitogenic oxidase subunit P65-MOX,NOH-1,NOH1,NOX-1",Q9Y5S8
"Alpha-globin,Hemoglobin alpha chain",P69905
"Beta-globin,Hemoglobin beta chain",P68871
"Protein Gx,SMO,SMOH",Q99835
"Alpha-globin,Hemoglobin alpha chain",P69905
Ferritin L subunit,P02792
"Alpha-globin,Hemoglobin alpha chain",P69905
"Beta-globin,Hemoglobin beta chain",P68871
"A4,ABPP,AD1,Alzheimer disease amyloid protein,APP,APPI,Cerebral vascular amyloid peptide,CVAP,PN-II,PreA4,Protease nexin-II",P05067
"A4,ABPP,AD1,Alzheimer disease amyloid protein,APP,APPI,Cerebral vascular amyloid peptide,CVAP,PN-II,PreA4,Protease nexin-II",P05067
"A4,ABPP,AD1,Alzheimer disease amyloid protein,APP,APPI,Cerebral vascular amyloid peptide,CVAP,PN-II,PreA4,Protease nexin-II",P05067
GABA(A) receptor subunit alpha-1,P14867
GABA(A) receptor subunit alpha-2,P47869
GABA(A) receptor subunit alpha-3,P34903
GABA(A) receptor subunit gamma-2,P18507
"PAF-R,PAFR",P25105
"5-HT-1A,ADRB2RL1,ADRBRL1,G-21,Serotonin receptor 1A",P08908
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
H1R,P35367
"
    ",P11229
"
    ",P08172
"
    ",P20309
"
    ",P08173
"
    ",P08912
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"NAT1,NET,NET1,Norepinephrine transporter,SLC6A5,Solute carrier family 6 member 2",P23975
"5HT transporter,5HTT,HTT,SERT,Solute carrier family 6 member 4",P31645
"
    ",P87764
"NAT1,NET,NET1,Norepinephrine transporter,SLC6A5,Solute carrier family 6 member 2",P23975
"5HT transporter,5HTT,HTT,SERT,Solute carrier family 6 member 4",P31645
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
Dopamine D2 receptor,P14416
"
    ",P11229
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-1C,5-HT-2C,5-HT1C,5-hydroxytryptamine receptor 1C,HTR1C,Serotonin receptor 2C",P28335
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-1C,5-HT-2C,5-HT1C,5-hydroxytryptamine receptor 1C,HTR1C,Serotonin receptor 2C",P28335
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
H1R,P35367
"5HT transporter,5HTT,HTT,SERT,Solute carrier family 6 member 4",P31645
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"Alpha-1B adrenoceptor,Alpha-1B adrenoreceptor",P35368
"ADRA1A,Alpha-1A adrenergic receptor,Alpha-1D adrenoceptor,Alpha-1D adrenoreceptor,Alpha-adrenergic receptor 1a",P25100
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRB1R,B1AR,Beta-1 adrenoceptor,Beta-1 adrenoreceptor",P08588
"ADRB2R,B2AR,Beta-2 adrenoceptor,Beta-2 adrenoreceptor",P07550
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
Dopamine D2 receptor,P14416
Dopamine D3 receptor,P35462
"
    ",Q9UE69
"hMOP,M-OR-1,MOP,MOR1,Mu opiate receptor,Mu opioid receptor",P35372
"K-OR-1,OPRK",P41145
"D-OR-1,OPRD",P41143
"PGE receptor EP1 subtype,Prostanoid EP1 receptor",P34995
"PGE receptor EP2 subtype,Prostanoid EP2 receptor",P43116
"PGE receptor EP3 subtype,PGE2-R,Prostanoid EP3 receptor",P43115
"PGE receptor EP4 subtype,Prostanoid EP4 receptor,PTGER2",P35408
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"
    ",P10415
"Fetomodulin,THRM,TM",P07204
"3.4.21.68,t-PA",P00750
"FABPI,Fatty acid-binding protein 2,I-FABP,Intestinal-type fatty acid-binding protein",P12104
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"ABCC7,ATP-binding cassette sub-family C member 7,cAMP-dependent chloride channel,CFTR,Channel conductance-controlling ATPase",P13569
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"Sulfonylurea receptor 2,SUR2",O60706
"Cachectin,TNF-a,TNF-alpha,TNFA,TNFSF2,Tumor necrosis factor ligand superfamily member 2",P01375
"B-cell stimulatory factor 2,BSF-2,CDF,CTL differentiation factor,Hybridoma growth factor,IFN-beta-2,IFNB2,IL-6,Interferon beta-2",P05231
"Hematopoietic growth factor,IL-3,Mast cell growth factor,MCGF,Multipotential colony-stimulating factor,P-cell-stimulating factor",P08700
"2.7.10.1,FLT,FLT-1,Fms-like tyrosine kinase 1,FRT,Tyrosine-protein kinase FRT,Tyrosine-protein kinase receptor FLT,Vascular permeability factor receptor,VEGFR-1,VEGFR1",P17948
"Beta-NGF,NGFB",P01138
"2.7.10.1,Beta platelet-derived growth factor receptor,Beta-type platelet-derived growth factor receptor,CD140 antigen-like family member B,PDGF-R-beta,PDGFR,PDGFR-1,PDGFR1,Platelet-derived growth factor receptor 1",P09619
"Heat shock 86 kDa,HSP 86,HSP86,HSP90A,HSPC1,HSPCA,LAP-2,Lipopolysaccharide-associated protein 2,LPS-associated protein 2,Renal carcinoma antigen NY-REN-38",P07900
"Heat shock 84 kDa,HSP 84,HSP 90,HSP84,HSP90B,HSPC2,HSPCB",P08238
Dopamine D2 receptor,P14416
Dopamine D3 receptor,P35462
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
Dopamine D2 receptor,P14416
Dopamine D1 receptor,P21728
Dopamine D2 receptor,P14416
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"5-HT-6,Serotonin receptor 6",P50406
"5-HT-7,5-HT-X,Serotonin receptor 7",P34969
"NAT1,NET,NET1,Norepinephrine transporter,SLC6A5,Solute carrier family 6 member 2",P23975
"5HT transporter,5HTT,HTT,SERT,Solute carrier family 6 member 4",P31645
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"3.4.21.41,Complement component 1 subcomponent r",P00736
"3.4.21.42,C1 esterase,Complement component 1 subcomponent s",P09871
"3.4.21.34,Fletcher factor,Kininogenin,KLK3,PKK,Plasma prekallikrein",P03952
"3.4.21.38,HAF,Hageman factor",P00748
"3.4.21.5,Coagulation factor II",P00734
"3.4.21.27,FXI,Plasma thromboplastin antecedent,PTA",P03951
"3.4.21.68,t-PA",P00750
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"CACH3,CACN4,CACNL1A2,Calcium channel, L type, alpha-1 polypeptide, isoform 2,CCHL1A2,Voltage-gated calcium channel subunit alpha Cav1.3",Q01668
"CACNAF1,Voltage-gated calcium channel subunit alpha Cav1.4",O60840
"CACH1,CACN1,CACNL1A3,Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle,Voltage-gated calcium channel subunit alpha Cav1.1",Q13698
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"CAB1,CACNLB1,Calcium channel voltage-dependent subunit beta 1",Q02641
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"BIII,Brain calcium channel III,CACH5,CACNL1A5,Calcium channel, L type, alpha-1 polypeptide isoform 5,Voltage-gated calcium channel subunit alpha Cav2.2",Q00975
"Cav3.1c,KIAA1123,NBR13,Voltage-gated calcium channel subunit alpha Cav3.1",O43497
"BIII,Brain calcium channel III,CACH5,CACNL1A5,Calcium channel, L type, alpha-1 polypeptide isoform 5,Voltage-gated calcium channel subunit alpha Cav2.2",Q00975
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"Ca(v)3.3,KIAA1120,Voltage-gated calcium channel subunit alpha Cav3.3",Q9P0X4
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"1.14.13.39,cNOS,Constitutive NOS,EC-NOS,Endothelial NOS,eNOS,NOS type III,NOSIII",P29474
"1.14.13.39,HEP-NOS,Hepatocyte NOS,Inducible NO synthase,Inducible NOS,iNOS,NOS type II,NOS2A,Peptidyl-cysteine S-nitrosylase NOS2",P35228
"CACH2,CACN2,CACNL1A1,Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle,CCHL1A1,Voltage-gated calcium channel subunit alpha Cav1.2",Q13936
"Cav3.1c,KIAA1123,NBR13,Voltage-gated calcium channel subunit alpha Cav3.1",O43497
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"4.6.1.2,GCS-alpha-2,GUC1A2,GUCSA2",P33402
"1.14.13.39,bNOS,Constitutive NOS,N-NOS,NC-NOS,Neuronal NOS,nNOS,NOS type I,Peptidyl-cysteine S-nitrosylase NOS1",P29475
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"hIRAS,I-1,I-1 receptor candidate protein,I1R,I1R candidate protein,Imidazoline receptor 1,Imidazoline receptor antisera-selected protein,Imidazoline-1 receptor,Imidazoline-1 receptor candidate protein,IR1,IRAS,KIAA0975",Q9Y2I1
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"5-HT-1A,ADRB2RL1,ADRBRL1,G-21,Serotonin receptor 1A",P08908
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"1.4.3.4,MAO-A,Monoamine oxidase type A",P21397
"2.1.1.45,TS",P04818
"1.3.1.2,DHPDHase,Dihydrothymine dehydrogenase,Dihydrouracil dehydrogenase",Q12882
"3.4.21.6,Stuart factor,Stuart-Prower factor",P00742
"AT3,ATIII,Serpin C1",P01008
"HC-II,HCF2,Heparin cofactor II,HLS2,Protease inhibitor leuserpin-2,Serpin D1",P05546
"
    ",P11229
"
    ",P08172
"
    ",P20309
GLP-1 receptor,P43220
"C-type lectin domain family 13 member D,C-type lectin domain family 13 member D-like,CLEC13D,CLEC13DL,hMR,Human mannose receptor,Macrophage mannose receptor 1-like protein 1,MMR,MRC1L1",P22897
"CI-9kD,Complex I-9kD,NADH-ubiquinone oxidoreductase 9 kDa subunit,Renal carcinoma antigen NY-REN-4",P56181
"1.3.5.1,Flavoprotein subunit of complex II,Fp,SDH2,SDHF",P31040
"hMOP,M-OR-1,MOP,MOR1,Mu opiate receptor,Mu opioid receptor",P35372
"D-OR-1,OPRD",P41143
"K-OR-1,OPRK",P41145
"
    ",Q8IW54
ADORA2,P29274
"ADRB2R,B2AR,Beta-2 adrenoceptor,Beta-2 adrenoreceptor",P07550
Exported antigen AG 5.1,P04926
"
    ",O25926
"AGTR1A,AGTR1B,Angiotensin II type-1 receptor,AT1,AT1AR,AT1BR,AT2R1,AT2R1B",P30556
"ABCC7,ATP-binding cassette sub-family C member 7,cAMP-dependent chloride channel,CFTR,Channel conductance-controlling ATPase",P13569
"4.6.1.2,GCS-alpha-2,GUC1A2,GUCSA2",P33402
"3.1.4.17,61 kDa Cam-PDE,Cam-PDE 1A,hCam-1",P54750
"1.13.11.34,5-LO,LOG5",P09917
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"BLT,BLT1,BLTR,Chemoattractant receptor-like 1,CMKRL1,G-protein coupled receptor 16,GPR16,LTB4-R 1,P2RY7,P2Y purinoceptor 7,P2Y7",Q15722
"Prostanoid TP receptor,TXA2-R",P21731
Dopamine D2 receptor,P14416
"5-HT-2,HTR2,Serotonin receptor 2A",P28223
"ADRA1C,Alpha-1A adrenoceptor,Alpha-1A adrenoreceptor,Alpha-1C adrenergic receptor,Alpha-adrenergic receptor 1c",P35348
"D(2C) dopamine receptor,Dopamine D4 receptor",P21917
Dopamine D1 receptor,P21728
Dopamine D3 receptor,P35462
"5-HT-2B,Serotonin receptor 2B",P41595
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"Capsaicin receptor,Osm-9-like TRP channel 1,OTRPC1,TrpV1,Vanilloid receptor 1,VR1",Q8NER1
"CANN6,CB-R,CNR",P21554
"AMPA-selective glutamate receptor 1,GluA1,GLUH1,GluR-1,GluR-A,GluR-K1,GLUR1,Glutamate receptor ionotropic, AMPA 1",P42261
"hMOP,M-OR-1,MOP,MOR1,Mu opiate receptor,Mu opioid receptor",P35372
"5-HT-1A,ADRB2RL1,ADRBRL1,G-21,Serotonin receptor 1A",P08908
Dopamine D3 receptor,P35462
"5-HT-3,5-HT3-A,5-HT3R,5-hydroxytryptamine receptor 3,5HT3R,HTR3,Serotonin receptor 3A,Serotonin-gated ion channel receptor",P46098
"3.4.24.11,Atriopeptidase,CALLA,Common acute lymphocytic leukemia antigen,Enkephalinase,EPN,NEP,Neutral endopeptidase,Neutral endopeptidase 24.11,SFE,Skin fibroblast elastase",P08473
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"1.14.99.1,COX-2,COX2,Cyclooxygenase-2,PGH synthase 2,PGHS-2,PHS II,Prostaglandin H2 synthase 2,Prostaglandin-endoperoxide synthase 2",P35354
"Chloride channel Ka,ClC-K1",P51800
"
    ",Q5L478
"
    ",B0B3C9
"
    ",Q72547
"
    ",P20309
"
    ",P08172
"Abrineurin,BDNF",P23560
"Astrocyte-derived trophic factor,ATF,hGDNF",P39905
"Vascular permeability factor,VEGF,VEGF-A,VPF",P15692
"HC11,MCAF,MCP-1,MCP1,Monocyte chemoattractant protein 1,Monocyte chemotactic and activating factor,Monocyte chemotactic protein 1,Monocyte secretory protein JE,SCYA2,Small-inducible cytokine A2",P13500
"3.4.21.-,NARC-1,NARC1,Neural apoptosis-regulated convertase 1,PC9,Proprotein convertase 9,Subtilisin/kexin-like protease PC9",Q8NBP7
"ADRA2R,ADRAR,Alpha-2 adrenergic receptor subtype C10,Alpha-2A adrenoceptor,Alpha-2A adrenoreceptor,Alpha-2AAR",P08913
"5-HT-1A,ADRB2RL1,ADRBRL1,G-21,Serotonin receptor 1A",P08908
"Fibrin-stabilizing factor B subunit,Protein-glutamine gamma-glutamyltransferase B chain,Transglutaminase B chain",P05160
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
PBP-2,P08149
"
    ",P07944
"3.5.2.6,Penicillinase",P00807
"1.3.1.2,DHPDHase,Dihydrothymine dehydrogenase,Dihydrouracil dehydrogenase",Q12882
"2.1.1.45,TS",P04818
"F8VWF,vWF",P04275
